Education,Default,HHInsurance,CarLoan,PrevAttempts,AgeBin,BalanceBin,CallLengthBin,CallStartHour,LastContactMon,Job,Marital,Communication,Outcome,CarInsurance
1,0,1,0,0,1,1,1,10,5,10,2,0,0,0
3,0,0,0,0,1,1,1,17,9,5,2,1,0,0
2,0,1,0,0,1,1,1,14,6,2,2,0,0,0
2,0,1,0,0,1,1,1,11,5,8,2,1,0,1
2,0,1,0,1,2,1,1,11,4,1,2,1,2,0
2,0,0,0,1,2,1,1,10,9,2,1,1,3,1
2,0,0,0,0,2,1,1,11,6,2,1,0,0,0
2,0,0,0,0,1,1,1,14,8,10,1,1,0,1
1,0,0,0,1,4,1,1,14,8,4,1,1,1,0
2,0,1,0,0,2,1,1,14,5,2,1,0,0,0
2,0,1,0,0,2,1,1,17,5,1,1,1,0,0
3,0,0,0,0,3,1,2,13,1,1,2,2,0,1
3,0,0,0,0,1,1,1,9,5,5,2,1,0,0
3,0,1,0,0,3,1,1,16,4,5,1,1,0,1
2,0,1,0,0,3,1,1,10,5,5,1,0,0,0
3,0,1,0,0,3,1,1,16,6,5,2,0,0,0
2,0,0,0,0,2,1,1,13,8,10,2,1,0,0
2,0,1,1,0,1,1,1,13,8,8,1,1,0,1
2,0,0,0,1,1,1,1,12,5,9,2,1,3,1
3,0,0,0,1,4,1,1,12,11,5,1,1,3,1
2,0,0,0,2,3,1,1,16,7,1,1,1,1,1
2,0,0,0,1,3,1,1,14,1,8,1,1,3,1
3,0,0,0,1,2,1,1,12,2,10,1,1,3,1
2,0,1,0,0,3,1,1,17,11,8,1,1,0,0
3,0,1,0,0,2,1,1,11,8,5,1,1,0,0
2,0,0,0,0,1,1,1,9,7,9,2,1,0,1
1,0,0,1,0,3,1,1,17,7,6,0,2,0,0
2,0,1,1,0,1,1,1,14,5,10,2,1,0,0
2,0,0,0,1,5,1,1,16,7,6,1,2,3,1
2,0,1,0,0,2,1,1,11,11,7,0,1,0,0
2,1,0,1,0,2,1,1,10,7,10,1,1,0,0
1,1,0,1,0,2,1,2,11,7,2,1,1,0,0
3,0,1,0,0,1,1,1,9,5,3,2,1,0,0
1,0,0,0,0,3,1,1,10,8,6,1,1,0,0
2,0,1,0,0,3,1,1,14,11,10,1,1,0,0
2,0,0,0,1,1,1,1,9,5,2,2,2,1,0
2,0,0,0,0,2,1,2,17,8,10,1,1,0,1
3,0,0,0,1,2,1,1,10,12,1,0,1,1,1
2,0,0,0,0,1,1,1,11,9,9,2,1,0,1
2,0,0,0,0,1,1,1,17,6,2,0,0,0,0
2,0,0,0,0,3,1,2,9,7,4,0,1,0,0
2,0,0,0,1,2,1,1,10,7,5,1,1,3,1
2,0,0,0,1,1,1,1,10,1,9,2,1,3,1
3,0,0,0,0,1,1,1,11,2,5,2,1,0,1
3,0,1,1,1,1,1,1,9,11,5,1,1,1,0
2,0,1,0,0,2,1,2,9,7,1,1,1,0,0
1,0,1,0,0,1,1,2,12,7,8,1,1,0,1
3,0,0,0,0,3,1,2,16,11,10,1,1,0,1
3,0,1,0,0,3,1,1,16,7,5,0,1,0,0
2,0,1,0,0,1,1,1,16,4,8,1,1,0,0
2,0,1,0,5,2,1,1,14,5,10,0,2,2,0
2,0,0,0,0,1,1,1,15,6,1,2,1,0,0
1,0,1,0,0,3,1,1,16,7,2,1,1,0,1
2,0,0,0,1,2,1,1,16,11,2,1,1,1,0
1,0,0,0,0,4,1,1,16,1,6,1,1,0,1
1,0,1,0,0,2,1,2,9,4,2,1,1,0,1
1,0,0,0,0,3,1,2,14,6,6,1,1,0,0
2,0,1,1,0,2,1,1,16,7,10,2,1,0,0
2,0,1,0,0,2,1,1,14,5,10,2,1,0,0
2,0,1,0,0,1,1,2,17,5,1,1,0,0,1
2,0,1,0,0,2,1,1,10,6,10,2,0,0,0
2,0,1,0,1,3,1,1,14,10,1,0,2,1,1
3,0,0,0,5,2,1,2,15,4,5,1,1,2,1
2,0,0,0,1,3,1,1,16,2,1,1,1,3,1
2,0,1,1,1,2,1,1,13,2,10,1,1,1,0
2,0,0,0,0,2,1,1,10,6,2,1,1,0,1
3,0,0,0,0,2,1,2,10,8,5,2,1,0,0
2,0,1,0,1,1,1,1,16,5,8,1,1,2,0
2,0,1,1,1,3,1,1,12,2,10,1,1,1,0
3,0,1,0,0,3,1,1,9,5,6,0,0,0,0
2,0,1,0,0,2,1,1,14,5,2,1,0,0,0
3,0,0,0,0,2,1,1,13,11,5,1,1,0,0
3,0,0,0,1,2,1,1,17,8,11,2,1,3,1
2,0,0,0,0,2,1,1,13,6,2,2,0,0,0
3,0,1,0,1,1,1,1,17,11,10,2,1,2,1
2,0,0,0,0,2,1,1,13,7,1,2,1,0,0
2,0,0,0,1,3,1,1,10,2,3,1,1,1,0
2,0,0,0,0,1,1,1,13,7,1,1,1,0,0
2,0,1,0,1,2,1,1,15,4,8,1,1,1,0
3,0,1,0,0,1,1,1,13,9,5,2,1,0,1
2,0,1,0,1,1,1,1,10,4,2,2,1,2,0
2,1,1,0,0,1,1,1,9,7,10,1,1,0,1
1,0,0,0,0,3,1,1,15,8,8,1,1,0,0
2,0,1,0,0,1,1,1,9,5,10,1,0,0,0
1,0,0,0,1,1,1,1,9,5,11,2,1,1,1
1,0,1,0,0,3,1,1,9,11,2,2,1,0,0
3,0,1,1,0,2,1,1,9,1,5,1,1,0,0
3,0,1,0,0,2,1,1,9,5,5,2,0,0,0
2,0,1,1,0,2,1,1,14,6,8,1,0,0,0
3,0,1,0,2,2,1,1,12,5,5,1,1,3,1
2,0,1,1,0,2,1,1,16,11,2,1,1,0,0
3,0,1,1,0,2,1,1,10,11,5,2,1,0,0
2,0,0,0,0,3,1,1,10,7,1,2,1,0,1
1,0,1,1,0,3,1,1,11,5,5,1,1,0,0
3,0,0,0,0,1,1,1,16,6,11,2,2,0,1
3,0,0,0,0,1,1,1,11,2,5,1,1,0,0
2,0,1,0,0,1,1,1,17,1,1,2,1,0,0
2,0,1,0,0,1,1,1,10,7,1,1,1,0,0
2,0,0,0,0,3,1,1,15,9,8,2,1,0,1
3,0,0,0,0,2,1,1,13,1,5,1,1,0,1
3,0,1,0,0,3,1,1,16,5,2,1,0,0,0
1,0,0,0,1,5,1,1,13,2,4,1,1,1,1
2,0,0,0,0,1,1,1,13,2,10,2,1,0,0
2,0,1,0,0,2,1,1,11,6,2,1,0,0,0
2,0,1,0,0,2,1,1,17,5,1,0,1,0,0
1,0,0,0,0,5,1,1,15,5,6,0,2,0,1
2,0,1,0,1,1,1,1,16,9,4,1,1,1,1
1,0,0,0,0,3,1,1,14,1,6,1,1,0,0
2,0,0,1,0,2,1,1,14,4,10,1,1,0,1
1,0,1,0,1,3,1,1,10,5,7,1,1,1,0
3,0,0,0,0,1,1,1,11,7,5,2,1,0,1
2,0,0,1,0,2,1,1,10,8,2,1,1,0,0
3,0,0,0,0,2,1,1,14,8,5,2,1,0,0
2,0,1,0,1,1,1,2,16,5,10,1,1,1,1
2,0,1,1,0,1,1,2,17,5,2,1,0,0,0
1,0,0,0,0,4,1,1,17,4,6,1,1,0,1
3,0,0,0,1,2,1,1,15,9,5,0,1,3,1
2,0,0,0,2,2,1,1,10,3,10,2,1,2,1
2,0,0,0,0,4,1,1,11,12,6,1,2,0,1
1,0,0,0,0,3,1,1,16,6,6,1,1,0,1
2,0,1,0,0,1,1,1,10,5,8,2,1,0,1
3,0,1,1,0,1,1,3,16,5,5,1,0,0,1
3,0,1,0,0,2,1,3,15,8,5,1,1,0,1
2,0,1,0,0,2,1,1,15,5,2,1,1,0,0
2,0,1,1,0,2,1,1,10,5,8,1,0,0,0
2,0,0,0,0,2,1,1,17,7,3,2,1,0,0
3,0,0,0,0,3,1,1,17,6,0,2,0,0,0
2,0,0,0,0,2,1,1,13,6,8,2,0,0,0
1,0,1,0,0,2,1,1,13,5,2,1,0,0,0
3,0,0,0,1,1,1,1,10,8,10,2,1,3,1
1,0,1,1,0,1,1,1,14,5,2,1,0,0,0
2,0,1,0,0,2,1,2,12,5,10,1,0,0,1
2,0,0,0,0,1,1,1,9,2,10,2,1,0,1
3,0,0,0,0,1,1,1,13,6,5,2,1,0,0
2,0,0,0,1,3,1,1,17,6,8,0,1,3,1
3,0,1,0,1,3,1,1,9,11,3,1,1,1,0
2,0,0,0,0,2,1,1,12,1,11,1,1,0,0
2,0,0,0,0,2,1,1,15,10,10,1,2,0,0
2,0,0,0,0,3,1,1,16,11,1,1,1,0,1
1,1,0,1,0,3,1,3,9,7,4,0,1,0,0
2,0,1,0,0,2,1,1,9,2,11,1,2,0,0
3,0,0,0,0,2,1,1,11,8,5,2,1,0,0
1,0,0,0,0,2,1,3,15,2,2,2,2,0,1
2,0,0,0,0,1,1,1,14,2,9,2,1,0,1
2,0,1,1,0,2,1,1,14,11,10,1,1,0,0
2,0,1,0,1,2,1,1,15,5,10,1,1,1,0
2,0,0,0,0,3,1,1,9,6,10,2,0,0,0
2,0,1,0,3,1,1,1,16,5,5,2,1,1,0
